path,problem,solution,grid_size,num_colors
8x8_8c_7_ea280416.txt,"F.......
......HG
C.E.....
D.......
..CF.B..
.......H
.EB....A
DG..A...","FFFFFGGG
CCCCFGHG
CEECFGHH
DECCFGGH
DECFFBGH
DEBBBBGH
DEBGGGGA
DGGGAAAA",8x8,8
6x6_4c_10_7e2f1ba3.txt,"D.....
..A.A.
......
....BC
.D..C.
.....B","DDDDDD
DDAAAD
DDDDDD
DDDBBC
DDDBCC
DDDBBB",6x6,4
9x9_8c_7_a0a086d4.txt,"...A.....
A......E.
......F..
.E.C..B..
.........
...F.C...
.HD..B...
...H.....
.....G.GD","AAAADDDDD
ADDDDEEED
DDEEEEFFD
DEECCCBFD
DDDDDCBFD
FFFFDCBFD
FHDDDBBFD
FHHHFFFFD
FFFFFGGGD",9x9,8
8x8_7c_6_3ff2d94a.txt,".....C.B
....BF..
..D.....
.F..DC..
........
...E..EG
.A......
G......A","BBBBBCCB
BFFFBFCB
BFDFFFCB
BFDDDCCB
BBBBBBBB
GGGEEEEG
GAGGGGGG
GAAAAAAA",8x8,7
9x9_7c_3_999b887c.txt,".........
.A..D..D.
..E......
F........
....C....
.F..E.BA.
GB.....G.
.........
........C","AAAAAAAAA
AAAADDDDA
AAEAAAAAA
FAEECCCCC
FAAECAAAC
FFAEEABAC
GBAAAABGC
GBBBBBBGC
GGGGGGGGC",9x9,7
6x6_6c_3_396060ff.txt,"AEF...
....D.
...DC.
B.....
....C.
.BA.EF","AEFFFF
AEEDDF
AAEDCF
BAEECF
BAAECF
BBAEEF",6x6,6
6x6_6c_6_c60e480c.txt,"F.FA..
...DB.
......
.B..E.
.E.C.A
...D.C","FFFAAA
DDDDBA
DBBBBA
DBEEEA
DEECCA
DDDDCC",6x6,6
7x7_7c_8_4aae6c86.txt,"E.EFG.D
....F..
.C..G..
..ADB..
....A..
...CB..
.......","EEEFGGD
DDDFFGD
DCDDGGD
DCADBBD
DCAAABD
DCCCBBD
DDDDDDD",7x7,7
10x10_9c_8_c7fe0b9d.txt,"......I...
.CHG....E.
.......E..
.....A....
....A.BH..
..........
.......B..
........F.
...DG.....
ICF......D","IIIIIIIGGG
ICHGGGGGEG
ICHBBBBEEG
ICHBAABBBG
ICHBABBHBG
ICHBBBHHBG
ICHHHHHBBG
ICFFFFFFFG
ICFDGGGGGG
ICFDDDDDDD",10x10,9
5x5_4c_10_707b086f.txt,"D....
C....
B....
.ABC.
AD...","DDDDD
CCCCD
BBBCD
AABCD
ADDDD",5x5,4
6x6_6c_4_396060ff.txt,"AEF...
....D.
...DC.
B.....
....C.
.BA.EF","AEFFFF
AEEDDF
AAEDCF
BAEECF
BAAECF
BBAEEF",6x6,6
10x10_9c_5_28224532.txt,"......C...
.HD.....E.
..I..FA..D
..........
.....B....
..I....G..
..GF......
.....HC..E
..........
........BA","CCCCCCCDDD
CHDDDDDDED
CHIFFFAAED
CHIFGGGAEE
CHIFGBGAAE
CHIFGBGGAE
CHGFGBBBAE
CHGGGHCBAE
CHHHHHCBAA
CCCCCCCBBA",10x10,9
8x8_7c_10_a2d578a8.txt,"C......G
.......D
.G..EA..
.ED.....
....BF..
........
........
CFBA....","CGGGGGGG
CGDDDDDD
CGDEEAAA
CEDEBBBA
CEEEBFBA
CFFFFFBA
CFBBBBBA
CFBAAAAA",8x8,7
9x9_7c_10_b9baf331.txt,".........
.A.......
..GEFE...
.......F.
.C..D....
.........
B.....DC.
GB.......
...A.....","GGGEEEEEE
GAGEFFFFE
GAGEFEEFE
GAAAAAEFE
GCCCDAEEE
GGGCDAAAA
BBGCDDDCA
GBGCCCCCA
GGGAAAAAA",9x9,7
9x9_9c_2_cb24bd37.txt,".........
.G....D..
.B..F....
.....I.D.
A...IG.A.
.FB......
.H.HE....
.C.C.....
.....E...","FFFFFEEEE
FGGGFEDDE
FBBGFEEDE
FFBGIIEDE
AFBGIGEAE
AFBGGGEAE
AHHHEEEAE
ACCCAAAAE
AAAAAEEEE",9x9,9
8x8_6c_8_8b279246.txt,"......BC
.D.B....
...A....
..F...E.
.....A..
...C.E..
.D......
.......F","FFFBBBBC
FDFBCCCC
FDFACAAA
FDFACAEA
FDAACAEA
FDACCEEA
FDAAAAAA
FFFFFFFF",8x8,6
7x7_7c_3_ae0f223a.txt,".....EG
.D.....
....CE.
A....F.
B..CD..
....A..
BF....G","CCCCCEG
CDDDCEG
CCCDCEG
AACDDFG
BACCDFG
BAAAAFG
BFFFFFG",7x7,7
6x6_4c_4_a09192ab.txt,"C.B...
A.....
...A..
.D....
.C.B..
.....D","CCBBBB
ACCCCB
AAAACB
DDCCCB
DCCBBB
DDDDDD",6x6,4
8x8_6c_6_fbde3bc8.txt,"DC......
........
.....B..
AF.B....
F..A....
C.....D.
E.......
.......E","DCCCCCCC
DDDDDDDC
AAAAABDC
AFBBABDC
FFBAABDC
CCBBBBDC
ECCCCCCC
EEEEEEEE",8x8,6
9x9_9c_5_a571c118.txt,".....D...
....B..E.
.....GF..
.B.C.....
.......EG
.FH..H..I
.....I..A
..C......
D.......A","DDDDDDGGG
DBBBBGGEG
DBFFFGFEG
DBFCFFFEG
DFFCCCCEG
DFHHHHCII
DIIIIICIA
DICCCCCIA
DIIIIIIIA",9x9,9
6x6_6c_2_f86ee188.txt,"BD...E
.ED.C.
....A.
......
BAC...
F....F","BDDEEE
BEDECC
BEEEAC
BAAAAC
BACCCC
FFFFFF",6x6,6
8x8_7c_1_826ba2c7.txt,"D...B...
..GD..F.
.....E..
.....CE.
...CB...
........
.F.A..A.
.G......","DDDDBBBB
GGGDFFFB
GFFFFEEB
GFCCCCEB
GFCCBBBB
GFCCCCCC
GFCAAAAC
GGCCCCCC",8x8,7
6x6_4c_3_a09192ab.txt,"C.B...
A.....
...A..
.D....
.C.B..
.....D","CCBBBB
ACCCCB
AAAACB
DDCCCB
DCCBBB
DDDDDD",6x6,4
5x5_4c_1_904e33b2.txt,".....
.D.AB
B.ADC
C....
.....","BBBBB
BDAAB
BDADC
CDDDC
CCCCC",5x5,4
8x8_7c_10_db102e74.txt,"....BE.E
.FC.....
........
......F.
........
.D.A.G..
...B....
GD.AC...","BBBBBEEE
BFCCCCCC
BFFFFFFC
BBBBBBFC
GGGGGBBC
GDAAGGBC
GDABBBBC
GDAACCCC",8x8,7
5x5_3c_4_3b79ecca.txt,".....
B..C.
...A.
.A.B.
....C","BBBBB
BCCCB
CCAAB
CAABB
CCCCC",5x5,3
5x5_5c_10_22075c83.txt,"C...C
..EDA
.....
.DEBA
....B","CCCCC
EEEDA
EDDDA
EDEBA
EEEBB",5x5,5
6x6_5c_9_25f9a72a.txt,"C.D...
....B.
...B..
....E.
C.A..E
D....A","CDDEEE
CDEEBE
CDEBBE
CDEEEE
CDAEEE
DDAAAA",6x6,5
5x5_4c_7_904e33b2.txt,".....
.D.AB
B.ADC
C....
.....","BBBBB
BDAAB
BDADC
CDDDC
CCCCC",5x5,4
7x7_6c_5_220f13d1.txt,".F.B...
.B...C.
..F....
.......
E.....A
C.E....
D....DA","FFBBEEE
FBBEECE
FFFECCE
EEEECEE
ECCCCEA
CCEEEEA
DDDDDDA",7x7,6
9x9_9c_10_b1d5c5be.txt,"..BH.....
.........
..F......
B......A.
GID..A...
...C....H
.DI..C.FE
.......E.
........G","BBBHHHHHH
BAAAAAAAH
BAFFFFFAH
BAAAAAFAH
GIDDDAFFH
GIICDDDFH
GDICCCDFE
GDDDDDDEE
GGGGGGGGG",9x9,9
8x8_8c_5_eba37cd0.txt,"D.......
........
GB....G.
B.E.F.E.
........
.CA..H..
....C..D
...FH..A","DDDDDDDD
GGGGGGGD
GBEEEEGD
BBEFFEED
FFFFAAAD
FCAAAHAD
FCCCCHAD
FFFFHHAA",8x8,8
5x5_4c_6_812f5e6a.txt,"AB...
...C.
DA...
.C.BD
.....","ABBBB
AACCB
DACBB
DCCBD
DDDDD",5x5,4
8x8_6c_6_13c2982c.txt,"........
.D...A..
..DC....
B.F..FA.
..E.....
..C.....
......B.
E.......","CCCCFFFF
CDDCFAAF
CCDCFFAF
BCFFFFAF
BCEEFFFF
BCCEEEEE
BBBBBBBE
EEEEEEEE",8x8,6
9x9_8c_3_21bd5b1f.txt,"..HCE..FE
.G.......
.H......D
.....F..A
.B.......
...D.....
.....B...
......C..
..G.....A","HHHCEFFFE
HGGCEFEEE
HHGCEFEDD
GGGCEFEDA
GBCCEEEDA
GBCDDDDDA
GBCCCBBBA
GBBBCCCBA
GGGBBBBBA",9x9,8
6x6_6c_6_396060ff.txt,"AEF...
....D.
...DC.
B.....
....C.
.BA.EF","AEFFFF
AEEDDF
AAEDCF
BAEECF
BAAECF
BBAEEF",6x6,6
9x9_9c_1_1956903b.txt,".........
.C..B..E.
..BF..H..
FC.......
...H.....
E.G......
..D...AI.
.A.......
GI....D..","FFFFFFHHH
FCBBBFHEH
FCBFFFHEH
FCEEEEEEH
EEEHHHHHH
EGGDDDDDD
GGDDAAAID
GAAAAIIID
GIIIIIDDD",9x9,9
6x6_6c_8_f86ee188.txt,"BD...E
.ED.C.
....A.
......
BAC...
F....F","BDDEEE
BEDECC
BEEEAC
BAAAAC
BACCCC
FFFFFF",6x6,6
5x5_3c_4_87fc29c5.txt,"...A.
.C.B.
..B..
..C..
....A","BBBAA
BCBBA
BCBBA
BCCBA
BBBBA",5x5,3
8x8_8c_2_a7f0c08f.txt,"......BH
.E..H...
A.....B.
C..EG.F.
..A.....
........
..CD..F.
D...G...","AAABBBBH
AEABHHHH
AEABBBBB
CEAEGBFB
CEAEGBFB
CEEEGBFB
CCCDGBFB
DDDDGBBB",8x8,8
6x6_6c_7_396060ff.txt,"AEF...
....D.
...DC.
B.....
....C.
.BA.EF","AEFFFF
AEEDDF
AAEDCF
BAEECF
BAAECF
BBAEEF",6x6,6
8x8_6c_4_5f121b29.txt,"........
......B.
.....C..
.....A.E
F...D...
E.C.A.F.
....B.D.
........","FFFFFFFF
FBBBBBBF
FBCCCCFF
FBCAAAFE
FBCADDFE
EBCAADFE
EBBBBDDE
EEEEEEEE",8x8,6
5x5_5c_6_a482332b.txt,"E.DA.
C..B.
.....
..D..
C.EBA","EEDAA
CEDBA
CEDBA
CEDBA
CEEBA",5x5,5
7x7_5c_4_26f5cc22.txt,"DE.B...
.....C.
....C..
.......
....B..
...A.A.
.D.E...","DEBBAAA
DEBAACA
DEBACCA
DEBAAAA
DEBBBAA
DEEAAAA
DDEEAAA",7x7,5
7x7_7c_2_d3be7e23.txt,".C....B
......A
....DEF
..AG...
.......
C..D.E.
B..GF..","CCBBBBB
CBBAAAA
CBAADEF
CBAGDEF
CBGGDEF
CBGDDEF
BBGGFFF",7x7,7
6x6_4c_4_145c5d4f.txt,".....B
..AC..
.....C
...D..
.AB.D.
......","BBBBBB
BAACCC
BABBBC
BABDBB
BABDDB
BBBBBB",6x6,4
6x6_6c_4_c60e480c.txt,"F.FA..
...DB.
......
.B..E.
.E.C.A
...D.C","FFFAAA
DDDDBA
DBBBBA
DBEEEA
DEECCA
DDDDCC",6x6,6
6x6_5c_8_25f9a72a.txt,"C.D...
....B.
...B..
....E.
C.A..E
D....A","CDDEEE
CDEEBE
CDEBBE
CDEEEE
CDAEEE
DDAAAA",6x6,5
9x9_9c_5_7e0506bb.txt,"FI.......
.E.......
...GA....
.....G...
...D...B.
.....DA..
..C....IB
..E..C...
....FH..H","FIIIIIIII
FEBBBBBBI
FEBGAAABI
FEBGGGABI
FEBDDDABI
FEBBBDAII
FECCBBBIB
FEECCCBBB
FFFFFHHHH",9x9,9
8x8_7c_7_d86e8aab.txt,".D..FE..
......A.
..A.....
...F.GCB
.E......
......C.
.GB.....
.......D","DDFFFEEE
DFFAAAAE
DFAAEEEE
DFFFEGCB
DEEEEGCB
DGGGGGCB
DGBBBBBB
DDDDDDDD",8x8,7
8x8_6c_6_176705c4.txt,"........
.A......
.....D..
..E.....
.D...AF.
..C.....
......B.
.EF..B.C","CCCCCCCC
CAAAAAAC
CCCCDDAC
EEECDAAC
EDCCDAFC
EDCDDFFC
EDDDFFBC
EEFFFBBC",8x8,6
7x7_7c_1_d3be7e23.txt,".C....B
......A
....DEF
..AG...
.......
C..D.E.
B..GF..","CCBBBBB
CBBAAAA
CBAADEF
CBAGDEF
CBGGDEF
CBGDDEF
BBGGFFF",7x7,7
6x6_4c_3_145c5d4f.txt,".....B
..AC..
.....C
...D..
.AB.D.
......","BBBBBB
BAACCC
BABBBC
BABDBB
BABDDB
BBBBBB",6x6,4
5x5_3c_10_3b862eec.txt,"A....
.B.B.
...C.
..C..
A....","ABBBB
ABBBB
ABBCB
ABCCB
ABBBB",5x5,3
10x10_10c_1_f58fcbac.txt,"H.........
..J..F.H..
.......C..
.DJDG.F...
..........
.......G..
BE.......C
......B...
.A..AI..E.
.........I","HDDDCCCCCC
HDJDCFFHHC
HDJDCCFCHC
HDJDGCFCHC
HHHHGCCCHC
BBBHGGGGHC
BEBHHHHHHC
EEBBBBBIII
EAAAAIIIEI
EEEEEEEEEI",10x10,10
5x5_5c_6_4f5ec3ca.txt,"DECB.
.....
..E.B
DC..A
A....","DECBB
DECCB
DEECB
DCCCA
AAAAA",5x5,5
9x9_9c_6_dd9b1f9e.txt,".........
....H....
..D...H..
.........
EI....I..
BF.C...DE
..FG....A
C...B.G..
........A","EEEEEEEEE
EHHHHDDDE
EHDDDDHDE
EHHHHHHDE
EIIIIIIDE
BFFCCCCDE
BBFGGGCCA
CBBBBGGCA
CCCCCCCCA",9x9,9
5x5_5c_5_4f5ec3ca.txt,"DECB.
.....
..E.B
DC..A
A....","DECBB
DECCB
DEECB
DCCCA
AAAAA",5x5,5
6x6_5c_8_3ac21572.txt,"......
B.....
...A..
.A.CE.
.D..B.
.ED..C","BBBBBB
BEEEEB
EEAAEB
EAACEB
EDDCBB
EEDCCC",6x6,5
5x5_3c_9_3b79ecca.txt,".....
B..C.
...A.
.A.B.
....C","BBBBB
BCCCB
CCAAB
CAABB
CCCCC",5x5,3
5x5_5c_5_22075c83.txt,"C...C
..EDA
.....
.DEBA
....B","CCCCC
EEEDA
EDDDA
EDEBA
EEEBB",5x5,5
7x7_7c_4_331bf87b.txt,"......E
.GAEF.F
.......
.CBG.D.
.......
.CB.D..
....A..","AAAEEEE
AGAEFFF
AGGGAAA
ACBGADA
ACBAADA
ACBADDA
AAAAAAA",7x7,7
7x7_6c_10_2a5b24a6.txt,"D.....A
C..F...
...B...
....F..
.......
.CD..B.
E.EA...","DDAAAAA
CDAFFFF
CDABBBF
CDAAFBF
CDDAFBF
CCDAFBF
EEEAFFF",7x7,6
10x10_10c_1_a63c6afb.txt,"..B......E
..........
........C.
.E.GC.....
.......BG.
F.......J.
......D..H
.D.J..I.A.
..........
F......IHA","BBBEEEEEEE
BEEEJJJJJJ
BEJJJCCCCJ
BEJGCCGGGJ
BBJGGGGBGJ
FBJJBBBBJJ
FBBJBDDHHH
FDBJBDIHAA
FDBBBDIHHA
FDDDDDIIHA",10x10,10
9x9_9c_9_503c7f99.txt,"...B.....
EH..A...A
....F.G..
H......G.
.........
...D...CI
..D......
....CBF..
..E.....I","EEEBAAAAA
EHEBAFFFA
HHEBFFGFF
HEEBBBGGF
EECCCBFFF
ECCDCBFCI
ECDDCBFCI
ECCCCBFCI
EEECCCCCI",9x9,9
5x5_5c_9_a482332b.txt,"E.DA.
C..B.
.....
..D..
C.EBA","EEDAA
CEDBA
CEDBA
CEDBA
CEEBA",5x5,5
5x5_5c_4_22075c83.txt,"C...C
..EDA
.....
.DEBA
....B","CCCCC
EEEDA
EDDDA
EDEBA
EEEBB",5x5,5
9x9_8c_6_08c857eb.txt,"B........
H.....F..
......GF.
H..D.....
G.A.E....
........B
.C....E.D
...C..A..
.........","BBBBBBBBB
HGGGGGFFB
HGAAAGGFB
HGADAAAAB
GGADEEEAB
GGGDDDEAB
GCGGGDEAD
GCCCGDAAD
GGGGGDDDD",9x9,8
8x8_7c_9_aad8ae11.txt,"...A....
...DFE..
..B.....
....G...
...C...F
A..G....
EDC...B.
........","AAAAFFFF
ADDDFEEF
ADBBBBEF
ADGGGBEF
ADGCCBEF
ADGGCBEE
EDCCCBBE
EEEEEEEE",8x8,7
5x5_3c_7_87fc29c5.txt,"...A.
.C.B.
..B..
..C..
....A","BBBAA
BCBBA
BCBBA
BCCBA
BBBBA",5x5,3
8x8_7c_5_d4345423.txt,"........
.C......
..AF.D..
....DG..
........
F.E.....
G.BEB.C.
......A.","AAAAAAAA
ACCCCCCA
AAAFDDCA
FFFFDGCA
FBBBBGCA
FBEEBGCA
GBBEBGCA
GGGGGGAA",8x8,7
5x5_3c_8_3b862eec.txt,"A....
.B.B.
...C.
..C..
A....","ABBBB
ABBBB
ABBCB
ABCCB
ABBBB",5x5,3
8x8_8c_1_67d5ba9e.txt,".....HGD
..FB....
..H..G..
B.D....F
A.......
.EC.....
....E.A.
......C.","BBBBHHGD
BFFBHGGD
BFHHHGDD
BFDDDDDF
AFFFFFFF
AECCCCCC
AEEEEAAC
AAAAAACC",8x8,8
6x6_5c_10_25f9a72a.txt,"C.D...
....B.
...B..
....E.
C.A..E
D....A","CDDEEE
CDEEBE
CDEBBE
CDEEEE
CDAEEE
DDAAAA",6x6,5
8x8_7c_2_50f367b4.txt,".C....AG
.A.E....
..F.DB..
D......G
...BE...
......F.
.C......
........","CCAAAAAG
CAAEDDDG
CCFEDBDG
DCFEEBDG
DCFBEBDD
DCFBBBFD
DCFFFFFD
DDDDDDDD",8x8,7
6x6_4c_10_a09192ab.txt,"C.B...
A.....
...A..
.D....
.C.B..
.....D","CCBBBB
ACCCCB
AAAACB
DDCCCB
DCCBBB
DDDDDD",6x6,4
6x6_6c_3_c60e480c.txt,"F.FA..
...DB.
......
.B..E.
.E.C.A
...D.C","FFFAAA
DDDDBA
DBBBBA
DBEEEA
DEECCA
DDDDCC",6x6,6
5x5_3c_6_87fc29c5.txt,"...A.
.C.B.
..B..
..C..
....A","BBBAA
BCBBA
BCBBA
BCCBA
BBBBA",5x5,3
7x7_7c_2_a92aa206.txt,"FG.....
...FDEG
D......
B.....E
A...A.C
.......
BC.....","FGGGGGG
FFFFDEG
DDDDDEE
BBBBBBE
AAAAABC
BBBBBBC
BCCCCCC",7x7,7
8x8_6c_1_14765f5e.txt,"........
.F.....C
.B.F.E..
........
D...A.E.
..B.....
...C..DA
........","CCCCCCCC
CFFFDDDC
CBBFDEDD
CCBDDEED
DCBDAAED
DCBDDADD
DCCCDADA
DDDDDAAA",8x8,6
6x6_4c_6_145c5d4f.txt,".....B
..AC..
.....C
...D..
.AB.D.
......","BBBBBB
BAACCC
BABBBC
BABDBB
BABDDB
BBBBBB",6x6,4
6x6_5c_3_3ac21572.txt,"......
B.....
...A..
.A.CE.
.D..B.
.ED..C","BBBBBB
BEEEEB
EEAAEB
EAACEB
EDDCBB
EEDCCC",6x6,5
6x6_5c_10_3ac21572.txt,"......
B.....
...A..
.A.CE.
.D..B.
.ED..C","BBBBBB
BEEEEB
EEAAEB
EAACEB
EDDCBB
EEDCCC",6x6,5
8x8_8c_6_86c5e3a0.txt,".EF...AH
.G.CF...
...A...B
.....C..
........
E...DG..
..H.....
DB......","EEFFFAAH
EGCCFAHH
EGCAAAHB
EGCCCCHB
EGGGGGHB
EDDDDGHB
DDHHHHHB
DBBBBBBB",8x8,8
10x10_9c_9_61ffb2de.txt,".F...B....
.A.H.H.I..
..........
F.......I.
...DAD...C
.G.....E..
...B....G.
..........
..........
.....EC...","FFBBBBCCCC
FABHHHCIIC
FABBBBCCIC
FAAAABBCIC
EEEDADBCCC
EGEDDDBECC
EGEBBBBEGC
EGEEEEEEGC
EGGGGGGGGC
EEEEEECCCC",10x10,9
6x6_6c_10_3a68d0e8.txt,"BA...A
..E...
..D.F.
..F..D
..C.CE
B.....","BAAAAA
BEEDDD
BEDDFD
BEFFFD
BECCCE
BEEEEE",6x6,6
5x5_4c_8_812f5e6a.txt,"AB...
...C.
DA...
.C.BD
.....","ABBBB
AACCB
DACBB
DCCBD
DDDDD",5x5,4
9x9_9c_3_bb39e0a5.txt,"C.GD.....
H......A.
..G.D....
H........
B..I....I
...F.BE..
...A...E.
....C..F.
.........","CCGDDDDDD
HCGAAAAAD
HCGADDDDD
HCAAIIIII
BCAIIBBBI
BCAFFBEBB
BCAAFFEEB
BCCCCFFFB
BBBBBBBBB",9x9,9
9x9_8c_5_e51c3380.txt,"C......F.
.E...H...
...G.AHE.
..G....B.
.........
.C.A...D.
B........
F.....D..
.........","CEEEEEEFF
CEHHHHEEF
CHHGAAHEF
CHGGAHHBF
CHHAAHBBF
CCHAHHBDF
BBHHHBBDF
FBBBBBDDF
FFFFFFFFF",9x9,8
9x9_7c_3_b3558dd5.txt,"........G
....A....
G.C......
B...F.B..
.........
.C.F.....
.D....E.E
..D..A...
.........","GGGGGGGGG
GBBBAAAAA
GBCBFFFFA
BBCBFBBFA
CCCBBBFFA
CCCFFFFAA
CDCCEEEAE
CDDCEAAAE
CCCCEEEEE",9x9,7
7x7_7c_5_ae0f223a.txt,".....EG
.D.....
....CE.
A....F.
B..CD..
....A..
BF....G","CCCCCEG
CDDDCEG
CCCDCEG
AACDDFG
BACCDFG
BAAAAFG
BFFFFFG",7x7,7
10x10_9c_3_bf7c15fb.txt,".......F..
.....C..A.
..H.HG....
..........
......D.G.
..AE......
..........
.D..I.FE..
.I......C.
....B.B...","AAAAAAAFFF
ACCCCCAAAF
ACHHHGGGGF
ACCCCCCCGF
ADDDDDDCGF
ADAEEEECCF
ADAAAAEECF
ADIIIAFECF
AIIAAAFFCF
AAAABBBFFF",10x10,9
8x8_6c_3_271db818.txt,"CD.....D
....C...
....E.B.
.A..F...
....B...
....E...
.AF.....
........","CDDDDDDD
CCCCCEEE
EEEEEEBE
EAFFFEBE
EAFBBEBE
EAFBEEBE
EAFBBBBE
EEEEEEEE",8x8,6
8x8_6c_7_1f3b452b.txt,"........
.B..CF..
......F.
..D.A...
..C....A
......BD
.E....E.
........","DDDCCCCC
DBDCCFFC
DBDCCCFC
DBDCACCC
DBCCAAAA
DBBBBBBD
DEEEEEED
DDDDDDDD",8x8,6
7x7_6c_8_2a5b24a6.txt,"D.....A
C..F...
...B...
....F..
.......
.CD..B.
E.EA...","DDAAAAA
CDAFFFF
CDABBBF
CDAAFBF
CDDAFBF
CCDAFBF
EEEAFFF",7x7,6
8x8_7c_8_d3386298.txt,"EA..B..B
........
.D......
.....EG.
........
..G..ACF
........
DC...F..","EAAABBBB
EEEAAAAA
DDEGGGGA
DEEGEEGA
DEGGEAAA
DEGEEACF
DEEECCCF
DCCCCFFF",8x8,7
10x10_9c_5_ce9aa220.txt,".H........
.D........
....BI.IH.
.....E....
........DE
.....G....
B..A......
F....G..A.
.....C....
...F....C.","HHDDDDDDDD
HDDHHHHHHD
HHHHBIIIHD
BBBBBEEEDD
BAAAAAAEDE
BAGGGGAEEE
BAGAAAACCC
FAGGGGCCAC
FAAAACCAAC
FFFFAAAACC",10x10,9
5x5_3c_6_3b862eec.txt,"A....
.B.B.
...C.
..C..
A....","ABBBB
ABBBB
ABBCB
ABCCB
ABBBB",5x5,3
9x9_9c_7_d151790b.txt,"...H....A
HI...B..E
......I..
.........
..C..GC..
...F.....
......AD.
..F...D..
BG..E....","HHHHIIIAA
HIIIIBIAE
BBBBBBIAE
BFFFCCCAE
BFCFCGCAE
BFCFCGAAE
BFCCCGADE
BFFGGGDDE
BGGGEEEEE",9x9,9
6x6_6c_1_35b6178f.txt,"F.A.ED
....D.
..E..A
....C.
....FC
B....B","FAAEED
FAEEDD
FAEAAA
FAAACC
FFFFFC
BBBBBB",6x6,6
8x8_8c_9_3b537bc3.txt,".F.....H
.E....A.
....D.GA
.......C
.E...G..
.BH..B..
........
FD...C..","FFHHHHHH
FEHGGGAA
FEHGDGGA
FEHGDDDC
FEHGGGDC
FBHBBBDC
FBBBDDDC
FDDDDCCC",8x8,8
5x5_3c_1_3b862eec.txt,"A....
.B.B.
...C.
..C..
A....","ABBBB
ABBBB
ABBCB
ABCCB
ABBBB",5x5,3
9x9_7c_9_d3ff1418.txt,"...EA..B.
.C.......
...CD....
.....G...
..F......
....D....
...AG....
.F..E....
........B","CCCEAAABB
CCCEEEAAB
CCCCDEEAB
CCCCDGEAB
CFFCDGEAB
CFCCDGEAB
CFCAGGEAB
CFCAEEEAB
CCCAAAAAB",9x9,7
9x9_9c_4_28d534c2.txt,"..D.HB...
.........
..CF.B...
.H..AG.F.
..E......
......I.I
D..G.....
.......A.
EC.......","DDDHHBBBB
DHHHFFFFB
DHCFFBBFB
DHCCAGBFB
DEECAGBBB
DECCAGIII
DECGAGGGG
EECGAAAAG
ECCGGGGGG",9x9,9
8x8_7c_9_9d87e141.txt,"B...G..G
....ED.D
.EF.....
..B...A.
........
........
.C..FA..
...C....","BBBBGGGG
FFFBEDDD
FEFBECCC
FEBBECAC
FEEEECAC
FCCCCCAC
FCFFFAAC
FFFCCCCC",8x8,7
5x5_5c_8_4f5ec3ca.txt,"DECB.
.....
..E.B
DC..A
A....","DECBB
DECCB
DEECB
DCCCA
AAAAA",5x5,5
5x5_4c_3_812f5e6a.txt,"AB...
...C.
DA...
.C.BD
.....","ABBBB
AACCB
DACBB
DCCBD
DDDDD",5x5,4
9x9_8c_9_fe00bcd5.txt,"D.....FC.
......B..
....F.C..
.........
..H.HA...
D...E....
.......B.
.........
EAG.....G","DFFFFFFCC
DFHHHHBBC
DFHFFHCBC
DFHFHHCBC
DFHFHACBC
DFFFEACBC
EEEEEACBC
EAAAAACCC
EAGGGGGGG",9x9,8
7x7_5c_1_a2f64424.txt,"E..B...
.A...A.
....C..
..B....
..E....
....C.D
D......","EEEBCCC
AAEBCAC
AEEBCAC
AEBBAAC
AEEAACC
AAAACCD
DDDDDDD",7x7,5
8x8_7c_6_d2bfa7eb.txt,"........
.E......
..FA....
....B...
.F.A..E.
...G....
BC...DG.
...DC...","CCCCCCCC
CEEEEEEC
CFFAAAEC
CFBBBAEC
CFBAAAEC
CCBGGGGC
BCBDDDGC
BBBDCCCC",8x8,7
6x6_6c_8_396060ff.txt,"AEF...
....D.
...DC.
B.....
....C.
.BA.EF","AEFFFF
AEEDDF
AAEDCF
BAEECF
BAAECF
BBAEEF",6x6,6
8x8_8c_3_671c264d.txt,".H......
.CB...C.
....F...
.G...BA.
..H...D.
EG...DF.
.A......
..E.....","HHBBBBBB
HCBCCCCB
HCCCFBBB
HGGGFBAA
HHHGFDDA
EGGGFDFA
EAAAFFFA
EEEAAAAA",8x8,8
6x6_5c_6_3ac21572.txt,"......
B.....
...A..
.A.CE.
.D..B.
.ED..C","BBBBBB
BEEEEB
EEAAEB
EAACEB
EDDCBB
EEDCCC",6x6,5
9x9_7c_7_126ff9b4.txt,"...FG....
..E....A.
.EF.B....
.D.......
.....C.B.
.........
.........
.D......C
......A.G","FFFFGGGGG
FEEAAAAAG
FEFABBBBG
FDFAGGGBG
FDFAGCGBG
FDFAGCGGG
FDFAGCCCC
FDFAGGGGC
FFFAAAAGG",9x9,7
7x7_7c_7_ef6fad8a.txt,"E..E...
..C..F.
.A.GF..
...D..G
B...A..
......D
....B.C","EEEEGGG
CCCGGFG
CAAGFFG
CCADDDG
BCAAADD
BCCCCCD
BBBBBCC",7x7,7
9x9_9c_8_d1aea511.txt,".......A.
.........
.CH......
...F.....
...EGH..A
.I...C..E
...IGF...
.B.......
BD......D","FFFFFFFAA
FCCCCCFFA
FCHHHCCFA
FFFFHHCFA
EEEEGHCFA
EIIIGCCFE
EEEIGFFFE
BBEEEEEEE
BDDDDDDDD",9x9,9
